content,speaker,environment,excitation,fidelity,epoch
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,193
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,194
0.01,0.03,0.07,0.0075649711574556,0.0018912427893639,195
0.01,0.03,0.07,0.005628677106876,0.001407169276719,196
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,197
0.01,0.03,0.07,0.002929926190392,0.000732481547598,198
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,199
0.01,0.03,0.07,0.002,0.0005,200
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,201
0.01,0.03,0.07,0.002929926190392,0.000732481547598,202
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,203
0.01,0.03,0.07,0.0056286771068759,0.0014071692767189,204
0.01,0.03,0.07,0.0075649711574555,0.0018912427893638,205
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,206
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,207
0.01,0.03,0.07,0.015128677106876,0.003782169276719,208
0.01,0.03,0.07,0.0180277451642356,0.0045069362910589,209
0.01,0.03,0.07,0.0209999999999999,0.0052499999999999,210
0.01,0.03,0.07,0.0239722548357643,0.005993063708941,211
0.01,0.03,0.07,0.026871322893124,0.006717830723281,212
0.01,0.03,0.07,0.0296258194950513,0.0074064548737628,213
0.01,0.03,0.07,0.0321679197935569,0.0080419799483892,214
0.01,0.03,0.07,0.0344350288425444,0.0086087572106361,215
0.01,0.03,0.07,0.036371322893124,0.009092830723281,216
0.01,0.03,0.07,0.0379291239595789,0.0094822809898947,217
0.01,0.03,0.07,0.0390700738096079,0.0097675184524019,218
0.01,0.03,0.07,0.0397660784713076,0.0099415196178269,219
0.01,0.03,0.07,0.04,0.01,220
0.01,0.03,0.07,0.0397660784713076,0.0099415196178269,221
0.01,0.03,0.07,0.0390700738096079,0.0097675184524019,222
0.01,0.03,0.07,0.0379291239595789,0.0094822809898947,223
0.01,0.03,0.07,0.036371322893124,0.009092830723281,224
0.01,0.03,0.07,0.0344350288425444,0.0086087572106361,225
0.01,0.03,0.07,0.0321679197935569,0.0080419799483892,226
0.01,0.03,0.07,0.0296258194950513,0.0074064548737628,227
0.01,0.03,0.07,0.026871322893124,0.006717830723281,228
0.01,0.03,0.07,0.0239722548357643,0.005993063708941,229
0.01,0.03,0.07,0.021,0.00525,230
0.01,0.03,0.07,0.0180277451642356,0.0045069362910589,231
0.01,0.03,0.07,0.015128677106876,0.003782169276719,232
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,233
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,234
0.01,0.03,0.07,0.0075649711574556,0.0018912427893639,235
0.01,0.03,0.07,0.005628677106876,0.001407169276719,236
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,237
0.01,0.03,0.07,0.002929926190392,0.000732481547598,238
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,239
0.01,0.03,0.07,0.002,0.0005,240
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,241
0.01,0.03,0.07,0.002929926190392,0.000732481547598,242
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,243
0.01,0.03,0.07,0.0056286771068759,0.0014071692767189,244
0.01,0.03,0.07,0.0075649711574555,0.0018912427893638,245
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,246
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,247
0.01,0.03,0.07,0.015128677106876,0.003782169276719,248
0.01,0.03,0.07,0.0180277451642356,0.0045069362910589,249
0.01,0.03,0.07,0.0209999999999999,0.0052499999999999,250
0.01,0.03,0.07,0.0239722548357643,0.005993063708941,251
0.01,0.03,0.07,0.026871322893124,0.006717830723281,252
0.01,0.03,0.07,0.0296258194950513,0.0074064548737628,253
0.01,0.03,0.07,0.0321679197935569,0.0080419799483892,254
0.01,0.03,0.07,0.0344350288425444,0.0086087572106361,255
0.01,0.03,0.07,0.036371322893124,0.009092830723281,256
0.01,0.03,0.07,0.0379291239595789,0.0094822809898947,257
0.01,0.03,0.07,0.0390700738096079,0.0097675184524019,258
0.01,0.03,0.07,0.0397660784713076,0.0099415196178269,259
0.01,0.03,0.07,0.04,0.01,260
0.01,0.03,0.07,0.0397660784713076,0.0099415196178269,261
0.01,0.03,0.07,0.0390700738096079,0.0097675184524019,262
0.01,0.03,0.07,0.0379291239595789,0.0094822809898947,263
0.01,0.03,0.07,0.036371322893124,0.009092830723281,264
0.01,0.03,0.07,0.0344350288425444,0.0086087572106361,265
0.01,0.03,0.07,0.0321679197935569,0.0080419799483892,266
0.01,0.03,0.07,0.0296258194950513,0.0074064548737628,267
0.01,0.03,0.07,0.026871322893124,0.006717830723281,268
0.01,0.03,0.07,0.0239722548357643,0.005993063708941,269
0.01,0.03,0.07,0.021,0.00525,270
0.01,0.03,0.07,0.0180277451642356,0.0045069362910589,271
0.01,0.03,0.07,0.015128677106876,0.003782169276719,272
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,273
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,274
0.01,0.03,0.07,0.0075649711574556,0.0018912427893639,275
0.01,0.03,0.07,0.005628677106876,0.001407169276719,276
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,277
0.01,0.03,0.07,0.002929926190392,0.000732481547598,278
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,279
0.01,0.03,0.07,0.002,0.0005,280
0.01,0.03,0.07,0.0022339215286923,0.000558480382173,281
0.01,0.03,0.07,0.002929926190392,0.000732481547598,282
0.01,0.03,0.07,0.004070876040421,0.0010177190101052,283
0.01,0.03,0.07,0.0056286771068759,0.0014071692767189,284
0.01,0.03,0.07,0.0075649711574555,0.0018912427893638,285
0.01,0.03,0.07,0.009832080206443,0.0024580200516107,286
0.01,0.03,0.07,0.0123741805049486,0.0030935451262371,287
0.01,0.03,0.07,0.015128677106876,0.003782169276719,288
0.01,0.03,0.07,0.0180277451642356,0.0045069362910589,289
0.01,0.03,0.07,0.0209999999999999,0.0052499999999999,290
0.01,0.03,0.07,0.0239722548357643,0.005993063708941,291
0.01,0.03,0.07,0.026871322893124,0.006717830723281,292
0.01,0.03,0.07,0.0296258194950513,0.0074064548737628,293
0.01,0.03,0.07,0.0321679197935569,0.0080419799483892,294
0.01,0.03,0.07,0.0344350288425444,0.0086087572106361,295
0.01,0.03,0.07,0.036371322893124,0.009092830723281,296
0.01,0.03,0.07,0.0379291239595789,0.0094822809898947,297
0.01,0.03,0.07,0.0390700738096079,0.0097675184524019,298
0.01,0.03,0.07,0.0397660784713076,0.0099415196178269,299
0.01,0.03,0.07,0.04,0.01,300
